Sno,Htno,Subcode,Subname,Internals,Grade,Credits
2646,24JD1A0595,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,D,3
2647,24JD1A0595,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,C,3
2648,24JD1A0595,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,27,A,1.5
2649,24JD1A0595,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,S,1.5
2650,24JD1A0595,R2321057,PYTHON PROGRAMMING LAB,28,S,2
2651,24JD1A0596,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,F,0
2652,24JD1A0596,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2653,24JD1A0596,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,F,0
2654,24JD1A0596,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,19,E,3
2655,24JD1A0596,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,F,0
2656,24JD1A0596,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,F,0
2657,24JD1A0596,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,20,A,1.5
2658,24JD1A0596,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,A,1.5
2659,24JD1A0596,R2321057,PYTHON PROGRAMMING LAB,21,A,2
2660,24JD1A0597,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,14,ABSENT,0
2661,24JD1A0597,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
2662,24JD1A0597,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,12,ABSENT,0
2663,24JD1A0597,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,12,ABSENT,0
2664,24JD1A0597,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,9,ABSENT,0
2665,24JD1A0597,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,9,ABSENT,0
2666,24JD1A0597,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,10,ABSENT,0
2667,24JD1A0597,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,10,ABSENT,0
2668,24JD1A0597,R2321057,PYTHON PROGRAMMING LAB,10,ABSENT,0
2669,24JD1A0598,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,26,C,3
2670,24JD1A0598,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
2671,24JD1A0598,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,E,3
2672,24JD1A0598,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,17,E,3
2673,24JD1A0598,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,22,E,3
2674,24JD1A0598,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,F,0
2675,24JD1A0598,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,18,A,1.5
2676,24JD1A0598,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,A,1.5
2677,24JD1A0598,R2321057,PYTHON PROGRAMMING LAB,27,S,2
2678,24JD1A0599,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,27,S,3
2679,24JD1A0599,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
2680,24JD1A0599,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,F,0
2681,24JD1A0599,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,21,F,0
2682,24JD1A0599,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,20,C,3
2683,24JD1A0599,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,E,3
2684,24JD1A0599,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,24,S,1.5
2685,24JD1A0599,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,S,1.5
2686,24JD1A0599,R2321057,PYTHON PROGRAMMING LAB,27,S,2
2687,24JD1A05A0,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,22,D,3
2688,24JD1A05A0,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
2689,24JD1A05A0,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,F,0
2690,24JD1A05A0,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,23,B,3
2691,24JD1A05A0,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,16,D,3
2692,24JD1A05A0,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,C,3
2693,24JD1A05A0,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,23,A,1.5
2694,24JD1A05A0,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,S,1.5
2695,24JD1A05A0,R2321057,PYTHON PROGRAMMING LAB,10,B,2
2696,24JD1A05A1,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,C,3
2697,24JD1A05A1,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
2698,24JD1A05A1,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,F,0
2699,24JD1A05A1,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,20,F,0
2700,24JD1A05A1,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,F,0
2701,24JD1A05A1,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,E,3
2702,24JD1A05A1,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,18,B,1.5
2703,24JD1A05A1,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,A,1.5
2704,24JD1A05A1,R2321057,PYTHON PROGRAMMING LAB,27,A,2
2705,24JD1A05A2,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,D,3
2706,24JD1A05A2,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
2707,24JD1A05A2,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,F,0
2708,24JD1A05A2,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,20,D,3
2709,24JD1A05A2,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,F,0
2710,24JD1A05A2,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,F,0
2711,24JD1A05A2,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,19,B,1.5
2712,24JD1A05A2,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,A,1.5
2713,24JD1A05A2,R2321057,PYTHON PROGRAMMING LAB,26,A,2
2714,24JD1A05A3,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,14,F,0
2715,24JD1A05A3,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2716,24JD1A05A3,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,12,F,0
2717,24JD1A05A3,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,9,F,0
2718,24JD1A05A3,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,D,3
2719,24JD1A05A3,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,8,ABSENT,0
2720,24JD1A05A3,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,17,D,1.5
2721,24JD1A05A3,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,10,ABSENT,0
2722,24JD1A05A3,R2321057,PYTHON PROGRAMMING LAB,22,ABSENT,0
2723,24JD1A05A4,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,17,E,3
2724,24JD1A05A4,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2725,24JD1A05A4,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
2726,24JD1A05A4,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,17,F,0
2727,24JD1A05A4,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,F,0
2728,24JD1A05A4,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
2729,24JD1A05A4,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,17,B,1.5
2730,24JD1A05A4,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,A,1.5
2731,24JD1A05A4,R2321057,PYTHON PROGRAMMING LAB,21,B,2
2732,24JD1A05A6,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,C,3
2733,24JD1A05A6,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
2734,24JD1A05A6,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,16,F,0
2735,24JD1A05A6,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,19,F,0
2736,24JD1A05A6,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,F,0
2737,24JD1A05A6,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
2738,24JD1A05A6,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,20,B,1.5
2739,24JD1A05A6,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,A,1.5
2740,24JD1A05A6,R2321057,PYTHON PROGRAMMING LAB,22,A,2
2741,24JD1A05A7,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,25,B,3
2742,24JD1A05A7,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2743,24JD1A05A7,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,D,3
2744,24JD1A05A7,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,24,D,3
2745,24JD1A05A7,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,F,0
2746,24JD1A05A7,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,D,3
2747,24JD1A05A7,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,25,S,1.5
2748,24JD1A05A7,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
2749,24JD1A05A7,R2321057,PYTHON PROGRAMMING LAB,26,S,2
2750,24JD1A05A8,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,28,S,3
2751,24JD1A05A8,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2752,24JD1A05A8,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,25,C,3
2753,24JD1A05A8,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,24,C,3
2754,24JD1A05A8,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,25,C,3
2755,24JD1A05A8,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,A,3
2756,24JD1A05A8,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,27,S,1.5
2757,24JD1A05A8,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
2758,24JD1A05A8,R2321057,PYTHON PROGRAMMING LAB,29,S,2
2759,24JD1A05A9,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,14,F,0
2760,24JD1A05A9,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2761,24JD1A05A9,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
2762,24JD1A05A9,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,17,F,0
2763,24JD1A05A9,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,14,F,0
2764,24JD1A05A9,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
2765,24JD1A05A9,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,17,B,1.5
2766,24JD1A05A9,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,B,1.5
2767,24JD1A05A9,R2321057,PYTHON PROGRAMMING LAB,23,B,2
2768,24JD1A05B0,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,4,ABSENT,0
2769,24JD1A05B0,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
2770,24JD1A05B0,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,12,ABSENT,0
2771,24JD1A05B0,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,18,ABSENT,0
2772,24JD1A05B0,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,ABSENT,0
2773,24JD1A05B0,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,ABSENT,0
2774,24JD1A05B0,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,10,ABSENT,0
2775,24JD1A05B0,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,10,ABSENT,0
2776,24JD1A05B0,R2321057,PYTHON PROGRAMMING LAB,10,ABSENT,0
2777,24JD1A05B1,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,B,3
2778,24JD1A05B1,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
2779,24JD1A05B1,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,21,F,0
2780,24JD1A05B1,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,22,C,3
2781,24JD1A05B1,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,E,3
2782,24JD1A05B1,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,F,0
2783,24JD1A05B1,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,26,A,1.5
2784,24JD1A05B1,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,A,1.5
2785,24JD1A05B1,R2321057,PYTHON PROGRAMMING LAB,26,A,2
2786,24JD1A05B2,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,F,0
2787,24JD1A05B2,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2788,24JD1A05B2,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,F,0
2789,24JD1A05B2,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,19,F,0
2790,24JD1A05B2,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,E,3
2791,24JD1A05B2,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,F,0
2792,24JD1A05B2,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,17,B,1.5
2793,24JD1A05B2,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,A,1.5
2794,24JD1A05B2,R2321057,PYTHON PROGRAMMING LAB,26,A,2
2795,24JD1A05B3,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,22,D,3
2796,24JD1A05B3,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
2797,24JD1A05B3,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,E,3
2798,24JD1A05B3,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,22,D,3
2799,24JD1A05B3,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,F,0
2800,24JD1A05B3,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,C,3
2801,24JD1A05B3,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,10,C,1.5
2802,24JD1A05B3,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,A,1.5
2803,24JD1A05B3,R2321057,PYTHON PROGRAMMING LAB,21,B,2
2804,24JD1A05B4,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,B,3
2805,24JD1A05B4,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
2806,24JD1A05B4,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,F,0
2807,24JD1A05B4,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,24,B,3
2808,24JD1A05B4,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,B,3
2809,24JD1A05B4,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,C,3
2810,24JD1A05B4,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,24,S,1.5
2811,24JD1A05B4,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,S,1.5
2812,24JD1A05B4,R2321057,PYTHON PROGRAMMING LAB,27,S,2
2813,24JD1A05B5,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,C,3
2814,24JD1A05B5,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
2815,24JD1A05B5,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,D,3
2816,24JD1A05B5,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,20,D,3
2817,24JD1A05B5,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,E,3
2818,24JD1A05B5,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
2819,24JD1A05B5,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,21,A,1.5
2820,24JD1A05B5,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,S,1.5
2821,24JD1A05B5,R2321057,PYTHON PROGRAMMING LAB,25,A,2
2822,24JD1A05B6,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,C,3
2823,24JD1A05B6,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2824,24JD1A05B6,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,F,0
2825,24JD1A05B6,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,22,D,3
2826,24JD1A05B6,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,25,C,3
2827,24JD1A05B6,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,D,3
2828,24JD1A05B6,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,25,S,1.5
2829,24JD1A05B6,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,S,1.5
2830,24JD1A05B6,R2321057,PYTHON PROGRAMMING LAB,26,S,2
2831,24JD1A05B7,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,25,D,3
2832,24JD1A05B7,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
2833,24JD1A05B7,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,D,3
2834,24JD1A05B7,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,24,C,3
2835,24JD1A05B7,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,C,3
2836,24JD1A05B7,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,B,3
2837,24JD1A05B7,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,A,1.5
2838,24JD1A05B7,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,30,S,1.5
2839,24JD1A05B7,R2321057,PYTHON PROGRAMMING LAB,29,S,2
2840,24JD1A05B8,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,26,B,3
2841,24JD1A05B8,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
2842,24JD1A05B8,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,F,0
2843,24JD1A05B8,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,26,C,3
2844,24JD1A05B8,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,22,D,3
2845,24JD1A05B8,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,D,3
2846,24JD1A05B8,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,21,A,1.5
2847,24JD1A05B8,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
2848,24JD1A05B8,R2321057,PYTHON PROGRAMMING LAB,26,S,2
2849,24JD1A05B9,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,30,A,3
2850,24JD1A05B9,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
2851,24JD1A05B9,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,26,D,3
2852,24JD1A05B9,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,24,B,3
2853,24JD1A05B9,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,D,3
2854,24JD1A05B9,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,A,3
2855,24JD1A05B9,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,21,S,1.5
2856,24JD1A05B9,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,30,S,1.5
2857,24JD1A05B9,R2321057,PYTHON PROGRAMMING LAB,29,S,2
2858,24JD1A05C0,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,C,3
2859,24JD1A05C0,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
2860,24JD1A05C0,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,E,3
2861,24JD1A05C0,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,21,F,0
2862,24JD1A05C0,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,F,0
2863,24JD1A05C0,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,F,0
2864,24JD1A05C0,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,20,A,1.5
2865,24JD1A05C0,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,S,1.5
2866,24JD1A05C0,R2321057,PYTHON PROGRAMMING LAB,26,S,2
2867,24JD1A05C1,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,22,D,3
2868,24JD1A05C1,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
2869,24JD1A05C1,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,D,3
2870,24JD1A05C1,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,22,D,3
2871,24JD1A05C1,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,D,3
2872,24JD1A05C1,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,C,3
2873,24JD1A05C1,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,20,A,1.5
2874,24JD1A05C1,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,A,1.5
2875,24JD1A05C1,R2321057,PYTHON PROGRAMMING LAB,22,B,2
2876,24JD1A05C2,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,D,3
2877,24JD1A05C2,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
2878,24JD1A05C2,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,15,F,0
2879,24JD1A05C2,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,17,F,0
2880,24JD1A05C2,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,13,F,0
2881,24JD1A05C2,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
2882,24JD1A05C2,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,15,C,1.5
2883,24JD1A05C2,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,A,1.5
2884,24JD1A05C2,R2321057,PYTHON PROGRAMMING LAB,20,B,2
2885,24JD1A05C3,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,C,3
2886,24JD1A05C3,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
2887,24JD1A05C3,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,C,3
2888,24JD1A05C3,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,22,ABSENT,0
2889,24JD1A05C3,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,D,3
2890,24JD1A05C3,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,C,3
2891,24JD1A05C3,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,15,A,1.5
2892,24JD1A05C3,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
2893,24JD1A05C3,R2321057,PYTHON PROGRAMMING LAB,27,S,2
2894,24JD1A05C4,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,29,B,3
2895,24JD1A05C4,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
2896,24JD1A05C4,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,D,3
2897,24JD1A05C4,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,23,C,3
2898,24JD1A05C4,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,D,3
2899,24JD1A05C4,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,C,3
2900,24JD1A05C4,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,27,S,1.5
2901,24JD1A05C4,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
2902,24JD1A05C4,R2321057,PYTHON PROGRAMMING LAB,28,A,2
2903,24JD1A05C5,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,27,B,3
2904,24JD1A05C5,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
2905,24JD1A05C5,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,D,3
2906,24JD1A05C5,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,24,B,3
2907,24JD1A05C5,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,22,D,3
2908,24JD1A05C5,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,B,3
2909,24JD1A05C5,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,20,A,1.5
2910,24JD1A05C5,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
2911,24JD1A05C5,R2321057,PYTHON PROGRAMMING LAB,28,S,2
2912,24JD1A05C6,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,25,B,3
2913,24JD1A05C6,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
2914,24JD1A05C6,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,F,0
2915,24JD1A05C6,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,25,B,3
2916,24JD1A05C6,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,24,B,3
2917,24JD1A05C6,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,C,3
